,scientific_name,park_name,observations,category,common_names,conservation_status
24993,Climacium americanum,Yosemite National Park,154,Nonvascular Plant,American Climacium Moss,Not Listed
24994,Polygonum douglasii ssp. johnstonii,Yosemite National Park,141,Vascular Plant,Johnston's Knotweed,Not Listed
24995,Cheilanthes covillei,Great Smoky Mountains National Park,56,Vascular Plant,"Coville's Lip Fern, Coville's Lipfern",Not Listed
24996,Saxifraga careyana,Yellowstone National Park,218,Vascular Plant,"Carey Saxifrage, Carey's Saxifrage",Not Listed
24997,Lespedeza frutescens,Bryce National Park,104,Vascular Plant,Shrubby Lespedeza,Not Listed
24998,Carex ruthii,Yellowstone National Park,257,Vascular Plant,"Ruth Sedge, Ruth's Sedge",Not Listed
24999,Houstonia purpurea var. purpurea,Great Smoky Mountains National Park,61,Vascular Plant,Venus' Pride,Not Listed
25000,Delphinium hansenii ssp. hansenii,Bryce National Park,73,Vascular Plant,Eldorado Larkspur,Not Listed
25001,Ranunculus jovis,Yosemite National Park,177,Vascular Plant,Utah Buttercup,Not Listed
25002,Myotis yumanensis,Yosemite National Park,169,Mammal,"Yuma Myotis, Yuma Myotis",Species Of Concern
25003,Sorghastrum nutans,Yosemite National Park,154,Vascular Plant,"Indian Grass, Yellow Indian-Grass",Not Listed
25004,Scrophularia lanceolata,Yosemite National Park,121,Vascular Plant,Lanceleaf Figwort,Not Listed
25005,Menyanthes trifoliata,Bryce National Park,99,Vascular Plant,"Bog-Bean, Buckbean, Buck-Bean, Common Bogbean",Not Listed
25006,Cleome serrulata,Bryce National Park,130,Vascular Plant,"Bee Spiderflower, Rocky Mountain Beeplant",Not Listed
25007,Daucus carota,Great Smoky Mountains National Park,98,Vascular Plant,"Queen Anne's Lace, Wild Carrot",Not Listed
25008,Daucus carota,Great Smoky Mountains National Park,98,Vascular Plant,"Bird's Nest, Queen Anne's Lace, Wild Carrot",Not Listed
25009,Hypericum gentianoides,Yellowstone National Park,265,Vascular Plant,"Orange-Grass St. John's-Wort, Pineweed",Not Listed
25010,Potentilla rubricaulis,Great Smoky Mountains National Park,67,Vascular Plant,Rocky Mountain Cinquefoil,Not Listed
25011,Crepis atribarba,Yosemite National Park,162,Vascular Plant,"Hawksbeard, Slender Hawksbeard",Not Listed
25012,Eriogonum marifolium,Great Smoky Mountains National Park,83,Vascular Plant,Marumleaf Buckwheat,Not Listed
25013,Epilobium hornemannii ssp. hornemannii,Yosemite National Park,126,Vascular Plant,Hornemann's Willowherb,Not Listed
25014,Dryopteris cristata,Yellowstone National Park,284,Vascular Plant,"Crested Shield-Fern, Crested Woodfern",Not Listed
25015,Cruciata pedemontana,Yellowstone National Park,247,Vascular Plant,"Narrow Bedstraw, Piedmont Bedstraw",Not Listed
25016,Cirsium scariosum,Bryce National Park,91,Vascular Plant,Evert's Thistle,Not Listed
25017,Cirsium scariosum,Bryce National Park,91,Vascular Plant,Meadow Thistle,Not Listed
25018,Selaginella selaginoides,Yellowstone National Park,259,Vascular Plant,"Club Spikemoss, Clubmoss, Northern Spikemoss",Not Listed
25019,Sematophyllum adnatum,Yosemite National Park,141,Nonvascular Plant,Sematophyllum Moss,Not Listed
25020,Salix lasiolepis,Bryce National Park,109,Vascular Plant,Arroyo Willow,Not Listed
25021,Menyanthes trifoliata,Great Smoky Mountains National Park,62,Vascular Plant,"Bog-Bean, Buckbean, Buck-Bean, Common Bogbean",Not Listed
25022,Fabronia ciliaris var. polycarpa,Yosemite National Park,137,Nonvascular Plant,Fabronia Moss,Not Listed
25023,Helianthus bolanderi,Bryce National Park,109,Vascular Plant,Serpentine Sunflower,Not Listed
25024,Croton glandulosus var. septentrionalis,Yellowstone National Park,264,Vascular Plant,Vente Conmigo,Not Listed
25025,Myosotis laxa,Yellowstone National Park,245,Vascular Plant,Bay Forget Me Not,Not Listed
25026,Chenopodium album,Bryce National Park,116,Vascular Plant,"Common Lambsquarters, Lambsquarters, Lambsquarters Goosefoot, White Goosefoot",Not Listed
25027,Polygonum aviculare,Great Smoky Mountains National Park,88,Vascular Plant,Bird Knotweed,Not Listed
25028,Polygonum aviculare,Great Smoky Mountains National Park,88,Vascular Plant,"Prostrate Knotweed, Yard Knotweed",Not Listed
25029,Muhlenbergia asperifolia,Bryce National Park,112,Vascular Plant,"Alkali Muhly, Scratchgrass",Not Listed
25030,Puccinellia distans,Yellowstone National Park,246,Vascular Plant,"European Alkaligrass, Spreading Alkali Grass, Weeping Alkaligrass",Not Listed
25031,Eurybia merita,Yosemite National Park,153,Vascular Plant,Subalpine Aster,Not Listed
25032,Fragaria vesca,Bryce National Park,100,Vascular Plant,Thin-Leaved Strawberry,Not Listed
25033,Fragaria vesca,Bryce National Park,100,Vascular Plant,Woodland Strawberry,Not Listed
25034,Geum vernum,Great Smoky Mountains National Park,105,Vascular Plant,"Early Avens, Spring Avens",Not Listed
25035,Kelloggia galioides,Yosemite National Park,150,Vascular Plant,"Milk Kelloggia, Milky Kelloggia",Not Listed
25036,Adiantum pedatum,Yosemite National Park,127,Vascular Plant,"Northern Maiden-Hair Fern, Northern Maidenhair-Fern",Not Listed
25037,Hordeum murinum ssp. leporinum,Great Smoky Mountains National Park,38,Vascular Plant,"Lepor Barley, Leporinum Barley",Not Listed
25038,Rumex obtusifolius,Yellowstone National Park,258,Vascular Plant,Bitter Dock,Not Listed
25039,Erigeron breweri var. breweri,Great Smoky Mountains National Park,93,Vascular Plant,"Brewer's Daisy, Brewer's Fleabane",Not Listed
25040,Dioscorea oppositifolia,Great Smoky Mountains National Park,41,Vascular Plant,Chinese Yam,Not Listed
25041,Ctenidium malacodes,Bryce National Park,58,Nonvascular Plant,Ctenidium Moss,Not Listed
25042,Hypericum hypericoides ssp. hypericoides,Yosemite National Park,149,Vascular Plant,St. Andrew's Cross,Not Listed
25043,Ambrosia psilostachya,Great Smoky Mountains National Park,69,Vascular Plant,"Cuman Ragweed, Perennial Ragweed, Western Ragweed",Not Listed
25044,Carex crebriflora,Bryce National Park,99,Vascular Plant,Coastalplain Sedge,Not Listed
25045,Pellaea glabella,Great Smoky Mountains National Park,62,Vascular Plant,Dwarf Cliffbrake,Not Listed
25046,Triglochin maritima,Bryce National Park,101,Vascular Plant,"Arrow-Grass, Seaside Arrowgrass",Not Listed
25047,Astragalus agrestis,Yellowstone National Park,236,Vascular Plant,"Cock's-Head, Field Milkvetch, Purple Milkvetch",Not Listed
25048,Alectoris chukar,Bryce National Park,109,Bird,Chukar,Not Listed
25049,Alectoris chukar,Bryce National Park,109,Bird,"Chukar, Chukar Partridge",Not Listed
25050,Mitella pentandra,Bryce National Park,88,Vascular Plant,Fivestamen Miterwort,Not Listed
25051,Tamias merriami,Yellowstone National Park,223,Mammal,Merriam's Chipmunk,Not Listed
25052,Agrostis idahoensis,Yellowstone National Park,249,Vascular Plant,"Idaho Bentgrass, Idaho Redtop",Not Listed
25053,Gentiana decora,Yosemite National Park,173,Vascular Plant,"Mountain Gentian, Showy Gentian",Not Listed
25054,Allium cernuum var. cernuum,Yellowstone National Park,225,Vascular Plant,Nodding Onion,Not Listed
25055,Sisyrinchium mucronatum,Yosemite National Park,153,Vascular Plant,"Blue-Eyed Grass, Michaux Blue-Eyed-Grass",Not Listed
25056,Pseudacris regilla,Great Smoky Mountains National Park,70,Amphibian,"Northern Pacific Treefrog, Pacific Chorus Frog, Pacific Treefrog",Not Listed
25057,Pinus sabiniana,Bryce National Park,111,Vascular Plant,"Bull Pine, California Foothill Pine, Digger Pine, Gray Pine",Not Listed
25058,Entodon concinnus,Great Smoky Mountains National Park,80,Nonvascular Plant,Entodon Moss,Not Listed
25059,Polygonum convolvulus,Great Smoky Mountains National Park,96,Vascular Plant,Black Bindweed,Not Listed
25060,Polygonum convolvulus,Great Smoky Mountains National Park,96,Vascular Plant,"Black Bindweed, Black-Bindweed, Climbing Buckwheat, Climbing Knotweed, Cornbind, Dullseed Cornbind, Pink Smartweed, Wild Buckwheat",Not Listed
25061,Eleocharis bolanderi,Yosemite National Park,146,Vascular Plant,Bolander's Spikerush,Not Listed
25062,Nuphar polysepala,Yellowstone National Park,249,Vascular Plant,Rocky Mountain Pond-Lily,Not Listed
25063,Arnoglossum atriplicifolium,Yosemite National Park,145,Vascular Plant,"Armoglossum, Pale Indian-Plantain",Not Listed
25064,Laportea canadensis,Bryce National Park,135,Vascular Plant,"Wood Nettle, Wood-Nettle",Not Listed
25065,Carex nebrascensis,Great Smoky Mountains National Park,97,Vascular Plant,Nebraska Sedge,Not Listed
25066,Arenaria congesta var. suffrutescens,Yosemite National Park,125,Vascular Plant,Suffrutescent Sandwort,Not Listed
25067,Aralia californica,Bryce National Park,44,Vascular Plant,California Spikenard,Not Listed
25068,Gambusia holbrooki,Great Smoky Mountains National Park,72,Fish,Eastern Mosquitofish,Not Listed
25069,Cardamine flagellifera,Yellowstone National Park,240,Vascular Plant,"Bitter Cress, Bittercress",Not Listed
25070,Gratiola neglecta,Great Smoky Mountains National Park,41,Vascular Plant,"Clammy Hedge-Hyssop, Hedge-Hyssop",Not Listed
25071,Gratiola neglecta,Great Smoky Mountains National Park,41,Vascular Plant,"Clammy Hedgehyssop, Clammy Hedge-Hyssop, Drug Hedgehyssop, Hedge Hyssop, Neglected Hedgehyssop",Not Listed
25072,Carex phaeocephala,Bryce National Park,114,Vascular Plant,"Dunehead Sedge, Dunhead Sedge",Not Listed
25073,Leucosticte tephrocotis,Great Smoky Mountains National Park,46,Bird,Gray-Crowned Rosy-Finch,Not Listed
25074,Leucosticte tephrocotis,Great Smoky Mountains National Park,46,Bird,Gray-Crowned Rosy Finch,Not Listed
25075,Apios americana,Bryce National Park,93,Vascular Plant,"American Groundnut, Ground-Nut",Not Listed
25076,Valeriana edulis var. edulis,Yosemite National Park,178,Vascular Plant,Tobacco Root,Not Listed
25077,Verbascum thapsus,Great Smoky Mountains National Park,61,Vascular Plant,"Common Mullein, Great Mullein",Not Listed
25078,Verbascum thapsus,Great Smoky Mountains National Park,61,Vascular Plant,"Big Taper, Common Mullein, Flannel Mullein, Flannel Plant, Great Mullein, Mullein, Velvet Dock, Velvet Plant, Woolly Mullein",Not Listed
25079,Carex intumescens,Great Smoky Mountains National Park,80,Vascular Plant,Intumescent Sedge,Not Listed
25080,Scirpus purshianus,Yellowstone National Park,234,Vascular Plant,"Bulrush, Weakstalk Bulrush",Not Listed
25081,Woodsia scopulina,Bryce National Park,83,Vascular Plant,"Rocky Mountain Cliff Fern, Rocky Mountain Woodsia",Not Listed
25082,Vicia americana var. minor,Bryce National Park,92,Vascular Plant,Mat Vetch,Not Listed
25083,Arnoglossum muehlenbergii,Bryce National Park,74,Vascular Plant,"Great Indian-Plantain, Muhlenberg's Cacalia",Not Listed
25084,Penstemon calycosus,Yellowstone National Park,263,Vascular Plant,Longsepal Beardtongue,Not Listed
25085,Neotoma macrotis,Great Smoky Mountains National Park,90,Mammal,Big-Eared Woodrat,Not Listed
25086,Crassula solierii,Yosemite National Park,159,Vascular Plant,Smoothseed Pygmyweed,Not Listed
25087,Lepisosteus osseus,Yellowstone National Park,269,Fish,Longnose Gar,Not Listed
25088,Epilobium anagallidifolium,Great Smoky Mountains National Park,115,Vascular Plant,"Alpine Willowherb, Alpine Willowweed, Pimpernel Willowherb",Not Listed
25089,Poecile carolinensis,Great Smoky Mountains National Park,42,Bird,Carolina Chickadee,Not Listed
25090,Heterotheca villosa var. hispida,Great Smoky Mountains National Park,71,Vascular Plant,Bristly Hairy Goldaster,Not Listed
25091,Accipiter striatus,Great Smoky Mountains National Park,69,Bird,Sharp-Shinned Hawk,Species Of Concern
25092,Albizia julibrissin,Yosemite National Park,148,Vascular Plant,"Mimosa, Silk Tree",Not Listed
25093,Sisymbrium officinale,Yellowstone National Park,265,Vascular Plant,"Hairy-Pod Hedgemustard, Hedge-Mustard",Not Listed
25094,Sisymbrium officinale,Yellowstone National Park,265,Vascular Plant,"Hairypod Hedgemustard, Hedge Mustard, Hedge Tumblemustard, Hedgemustard, Hedge-Mustard, Hedgeweed, Wild Mustard",Not Listed
25095,Parapholis incurva,Great Smoky Mountains National Park,58,Vascular Plant,Curved Sicklegrass,Not Listed
25096,Lynx canadensis,Bryce National Park,124,Mammal,"Canada Lynx, Canadian Lynx, Lynx",Not Listed
25097,Tyrannus forficata,Great Smoky Mountains National Park,89,Bird,Scissor-Tailed Flycatcher,Not Listed
25098,Prosartes lanuginosum,Bryce National Park,114,Vascular Plant,Yellow Mandarin,Not Listed
25099,Phrynosoma coronatum,Great Smoky Mountains National Park,93,Reptile,Coast Horned Lizard,Not Listed
25100,Paronychia fastigiata,Yosemite National Park,120,Vascular Plant,"Cluster-Stemmed Nail-Wort, Forked Chickweed",Not Listed
25101,Cardaria chalapensis,Yellowstone National Park,262,Vascular Plant,"Heartpod Hoarycress, Hoary Cress, Lens Podded Hoary Cress, Lenspod Whitetop, Lens-Podded Hoary Whitetop, Peppergrass, Whitetop, Whiteweed",Not Listed
25102,Rosa eglanteria,Yosemite National Park,133,Vascular Plant,"Sweet Brier, Sweetbrier",Not Listed
25103,Rosa eglanteria,Yosemite National Park,133,Vascular Plant,Sweetbriar Rose,Not Listed
25104,Gayophytum racemosum,Bryce National Park,113,Vascular Plant,"Blackfoot Groundsmoke, Black-Foot Groundsmoke",Not Listed
25105,Dicentra canadensis,Yosemite National Park,148,Vascular Plant,"Squirrel Corn, Squirrel-Corn",Not Listed
25106,Megascops asio,Great Smoky Mountains National Park,97,Bird,"Eastern Screech Owl, Eastern Screech-Owl",Not Listed
25107,Megascops asio,Great Smoky Mountains National Park,97,Bird,Eastern Screech-Owl,Not Listed
25108,Ambystoma opacum,Bryce National Park,115,Amphibian,Marbled Salamander,Not Listed
25109,Horkelia californica ssp. dissita,Bryce National Park,97,Vascular Plant,California Horkelia,Not Listed
25110,Papaver dubium,Great Smoky Mountains National Park,66,Vascular Plant,Blindeyes,Not Listed
25111,Astragalus canadensis,Yellowstone National Park,229,Vascular Plant,Milk Vetch,Not Listed
25112,Juncus balticus,Great Smoky Mountains National Park,106,Vascular Plant,Baltic Rush,Not Listed
25113,Sphagnum magellanicum,Yosemite National Park,147,Nonvascular Plant,Magellan's Sphagnum,Not Listed
25114,Achnatherum lettermanii,Yellowstone National Park,252,Vascular Plant,"Letterman Needlegrass, Letterman's Needlegrass",Not Listed
25115,Polystichum scopulinum,Yosemite National Park,144,Vascular Plant,"Eaton's Hollyfern, Mountain Hollyfern",Not Listed
25116,Trifolium gracilentum var. gracilentum,Bryce National Park,50,Vascular Plant,Pinpoint Clover,Not Listed
25117,Erigeron pumilus var. gracilior,Great Smoky Mountains National Park,64,Vascular Plant,Shaggy Fleabane,Not Listed
25118,Phoxinus tennesseensis,Great Smoky Mountains National Park,92,Fish,Tennessee Dace,Not Listed
25119,Marrubium vulgare,Yosemite National Park,155,Vascular Plant,Horehound,Not Listed
25120,Marrubium vulgare,Yosemite National Park,155,Vascular Plant,"Horehound, White Horehound",Not Listed
25121,Sphagnum capillifolium,Yellowstone National Park,272,Nonvascular Plant,Sphagnum,Not Listed
25122,Melica mutica,Yellowstone National Park,267,Vascular Plant,"Narrow Melic Grass, Melic Grass",Not Listed
25123,Saponaria officinalis,Yosemite National Park,126,Vascular Plant,"Bouncing-Bet, Soapwort, Bouncing-Bet",Not Listed
25124,Saponaria officinalis,Yosemite National Park,126,Vascular Plant,"Bouncing Bet, Bouncingbet, Bouncingbet Soapweed, Soapwort, Sweet Betty",Not Listed
25125,Ruellia strepens,Yellowstone National Park,242,Vascular Plant,Limestone Wild Petunia,Not Listed
25126,Camelina microcarpa,Bryce National Park,106,Vascular Plant,"Littlepod False Flax, Little-Pod False Flax, Littlepod Falseflax, Littleseed Falseflax, Small Fruited Falseflax, Smallseed Falseflax",Not Listed
25127,Leersia hexandra,Bryce National Park,119,Vascular Plant,Southern Cutgrass,Not Listed
25128,Arabis canadensis,Yellowstone National Park,257,Vascular Plant,Sicklepod,Not Listed
25129,Hordeum murinum ssp. leporinum,Yosemite National Park,177,Vascular Plant,"Lepor Barley, Leporinum Barley",Not Listed
25130,Huperzia lucidula,Yosemite National Park,116,Vascular Plant,"Shining Clubmoss, Shining Club-Moss",Not Listed
25131,Carex debilis var. pubera,Great Smoky Mountains National Park,99,Vascular Plant,Hairy Necklace Sedge,Not Listed
25132,Astragalus lentiginosus var. ineptus,Great Smoky Mountains National Park,42,Vascular Plant,"Freckled Milkvetch, Homely Milkvetch",Not Listed
25133,Hypericum perforatum,Great Smoky Mountains National Park,79,Vascular Plant,"A St. John's-Wort, Common St. John's-Wort",Not Listed
25134,Hypericum perforatum,Great Smoky Mountains National Park,79,Vascular Plant,"Common St. John's Wort, Common St. Johnswort, Klamath Weed, Klamathweed, St. John's Wort, St. Johnswort",Not Listed
25135,Dudleya cymosa ssp. cymosa,Yosemite National Park,115,Vascular Plant,Canyon Liveforever,Not Listed
25136,Entodon seductrix,Yellowstone National Park,233,Nonvascular Plant,Seductive Entodon Moss,Not Listed
25137,Helianthus atrorubens,Bryce National Park,102,Vascular Plant,"Purple-Disk Sunflower, Sunflower",Not Listed
25138,Pyrrocoma apargioides,Yellowstone National Park,232,Vascular Plant,Alpineflames,Not Listed
25139,Passerella iliaca,Yellowstone National Park,245,Bird,Fox Sparrow,Not Listed
25140,Passerella iliaca,Yellowstone National Park,245,Bird,"Fox Sparrow, Red Fox Sparrow",Not Listed
25141,Chorispora tenella,Yellowstone National Park,245,Vascular Plant,"Beanpodded Mustard, Blue Mustard, Bluemustard, Common Blue Mustard, Crossflower, Purple Mustard, Tenella Mustard",Not Listed
25142,Sisyrinchium idahoense var. idahoense,Yellowstone National Park,229,Vascular Plant,Idaho Blue-Eyed Grass,Not Listed
25143,Sayornis phoebe,Yosemite National Park,149,Bird,Eastern Phoebe,Not Listed
25144,Polygonum cuspidatum,Yosemite National Park,111,Vascular Plant,Japanese Knotweed,Not Listed
25145,Lemna minuta,Yellowstone National Park,229,Vascular Plant,Least Duckweed,Not Listed
25146,Pueraria montana var. lobata,Yellowstone National Park,272,Vascular Plant,Kudzu,Not Listed
